"lane closures under 44th St two weeknites/wk thru 7/31, 1 lane closed 11pm-5am, 2 lanes 12:01am-5am",lane closures lane closed lanes,GrandCentralPkwy,,31-07-2015,11pm-5am
"closures 2 nights only 7/20 & 7/22, eastbound lane closure 11pm-5am, intermittent full closures 1am-5am",closures eastbound lane closure full closures,PelhamBridge,,20-07-2015 and 22-07-2015,11pm-5am
"REMINDER: full closures 7/14-7/18 & 7/21-7/25, Tues-Fri 12:01am-5am, Sat 1am-6am. Detour map:",reminder full closures detour,MetropolitanAveBridge,,14-07-2015 to 18-07-2015,12:01am-5am
,,,,21-07-2015 and 25-07-2015,12:01am-5am
"REMINDER: Closed both directions today, 7/18 & 7/25 from 7am to 1pm. Alt route: Metropolitan Ave",reminder closed both route,GrandStreetBridge,,11-07-2015 and 18-07-2015 and 25-07-2015,7am
"one southbound lane closure, 7/13 and 7/15, 11pm-5am",southbound lane,BostonPostRoadBridge,,13-07-2015 and 15-07-2015,11pm-5am
"early morning intermittent 15 min bridge closures 7/14 thru 7/18, 2am-5am",bridge closures,WillisAvenueBridge,,14-07-2015 to 18-07-2015,2am-5am
"full bridge closure 7/14-7/18 and 7/21-7/25, Tues-Fri 12:01am-5am, Sat 1am-6am. Detour below:",full bridge closure detour,MetropolitanAveBridge,,14-07-2015 to 18-07-2015,12:01am-5am
,,,,21-07-2015 and 25-07-2015,12:01am-5am
"53-hour Manhattan-bound closure, Sat 7/11 at 12:01am thru Mon 7/13 at 5am",,BrooklynBridge,,11-07-2015,12:01am
,,,,13-07-2015,5am
"fully closed both directions on 7/11, 7/18 and 7/25 from 7am to 1pm. Alt route: Metropolitan Ave",closed both route,GrandStreetBridge,,11-07-2015 and 18-07-2015 and 25-07-2015,7am
"Queensbound right lane closure on Upper Roadway, weeknights 12:01am-5am once/twice a week thru 8/31",queensbound lane closure upper,QueensboroBridge,,31-08-2015,12:01am-5am
"full closure from FDR to Route 9A continuing thru 7/18, Tues-Fri 12:01am-5am, Sat 1am-8am",full closure route continuing,BatteryParkUnderpass,,18-07-2015,12:01am-5am
"early morning intermittent bridge closures 7/8 thru 7/11, 2am-5am",bridge closures,WillisAvenueBridge,,08-07-2015 to 11-07-2015,2am-5am
"underpass closed, one direction at a time 3 nights only: 7/6-7/31, 12:01am-5am",,BurnsideAvenue,,06-07-2015 to 31-07-2015,12:01am-5am
crosswalk closure & detour starting Mon 7/6. See below for detour map:,closure detour starting detour,CityIslandBridge,,06-07-2015,empty
"REMINDER lane closures in both directions under 44th St, 3 weeknights only starting today thru 7/17",reminder lane closures both starting,GrandCentralPkwy,,17-07-2015 and 29-06-2015,empty
One more day! to going car-free in the north loop above 72nd St. Begins 6/29,north,"countdown,carfree,CentralPark",,29-06-2015,empty
Reminder: full closure today 7am-3pm for repairs. Use Metropolitan Ave as alternate route.,reminder full closure repairs alternate route,GrandStreetBridge,,27-06-2015,7am-3pm
"lane closures over Gowanus Canal on 6/30; Staten Island-bound: 11pm-2am, Manhattan-bound 2am-5am",lane closures,HamiltonAveBridge,,30-06-2015,11pm-2am
"lanes closed, both directions under 44th St, 3 weeknights b/w 6/29-7/17, one lane open at all times",lanes both lane open,GrandCentralPkwy,,17-07-2015 and 29-06-2015,empty
Weekly Rehab Update: Overnight detours for Mn-bound traffic tonight + Sat night,overnight detours,"BrooklynBridge,BkBridge",,26-06-2015,empty
"intermittent 15-min daytime full bridge closures, Tues 6/30 10am-2pm",full bridge,RooseveltIslandBridge,,30-06-2015,10am-2pm
"Full Closure for repairs: Saturday 6/27, 7am-3pm. Use Metropolitan Avenue as alternate route.",full closure repairs alternate route,GrandStreetBridge,,27-06-2015,7am-3pm
"eastbound & westbound lanes closed under Erskine St one night a week thru 7/3, one lane will remain open",eastbound westbound lanes closed lane remain open,BeltParkway,,03-07-2015,empty
"midday single-lane closure of south tube (Route 9A to FDR Drive) for repairs, one day only b/w 6/24-6/30, 10am-3pm",closure south tube,BatteryParkUnderpass,,24-06-2015 to 30-06-2015,10am-3pm
"Early morning 15-min intermittent bridge closures, 6/24 thru 6/27 2am-5am",bridge,WillisAveBridge,,24-06-2015 to 27-06-2015,2am-5am
"Reminder: full closure from FDR to Route 9A, 6/23 thru 7/11, Tues-Fri 12:01am-5am, Sat 1am-8am.",reminder full closure route,BatteryParkUnderpass,,11-07-2015 and 23-06-2015,12:01am-5am
Reminder: full closure today 7am-3pm for repairs. Use Metropolitan Ave as alternate route.,reminder full closure repairs alternate route,GrandStreetBridge,,20-06-2015,7am-3pm
"closed one direction each night, 6/23 & 6/25 11pm-5am",closed,BurnsideAveUnderpass,,23-06-2015 and 25-06-2015,11pm-5am
"Queensbound lane closures near Columbia Heights on 6/21, one lane: 12:01am-6am, two lanes: 2am-6am",queensbound lane closures lane lanes,BQE,,21-06-2015,12:01am-6am
"Manhattan-bound 54-hour full closure, 6/20 at 12:01am thru 6/22 at 6am",full,BrooklynBridge,,20-06-2015,12:01am
,,,,22-06-2015,6am
"Full Closure for repairs: Sat 6/20 and 6/27, 7am-3pm. Use Metropolitan Avenue as alternate route.",full closure repairs alternate route,GrandStreetBridge,,20-06-2015 and 27-06-2015,7am-3pm
"full closure from FDR to Route 9A, 6/23 thru 7/11: Tues-Fri 12:01am-5am, Sat 1am-8am",full closure route,BatteryParkUnderpass,,11-07-2015 and 23-06-2015,12:01am-5am
"closed to traffic one night only, 6/17 10pm-5am (6/18 in the event of rain)",closed,ParkAveUnderpass,,17-06-2015 and 18-06-2015,10pm-5am
"full bridge closures extended 6/16 thru 6/20, T-F 12:01am-5am, Sat 1am-6am. Detour map below:",full bridge closures extended detour,MetropolitanAveBridge,,16-06-2015 to 20-06-2015,12:01am-5am
Reminder: full closure today 7am-3pm for repairs. Use Metropolitan Ave as alternate route.,reminder full closure repairs alternate route,GrandStreetBridge,,13-06-2015,7am-3pm
"single overnight lane closures begin 6/15: M-Th 10pm-5am, Fri 10pm-6am, Sat 10pm-9am.",overnight lane closures,AtlanticAve,,15-06-2015,10pm-5am
"full closure in both directions, 3 Saturdays: 6/13, 6/20, 6/27, 7am-3pm. Alt route: Metro Ave",full closure both route,GrandStreetBridge,,13-06-2015 and 20-06-2015 and 27-06-2015,7am-3pm
"two southbound lane closures under on 6/10 and 6/12, 1am-5am",southbound lane closures,"CrossIslandParkway,DouglastonParkway",,10-06-2015 and 12-06-2015,1am-5am
"one northbound lane closed starting today for component rehabilitation, M-F 10pm-6am",northbound lane closed starting,MosholuPkwyBridge,,08-06-2015,10pm-6am
"One lane closed on Queens-bound Lower Roadway, 6/9 thru 8/30, Mon-Fri 12:01am-5am, Sat 1am-10am",lane closed lower,QueensboroBridge,,09-06-2015 to 30-08-2015,12:01am-5am
Overnight full bridge closures 6/9 thru 6/12 12:01am-5am and 6/13 1am-6am,overnight full bridge closures,MetropolitanAveBridge,,09-06-2015 to 12-06-2015,12:01am-5am
,,,,13-06-2015,1am-6am
"eastbound left and center lanes closed, one night only 6/3 or 6/4 11pm-5am",eastbound lanes,CrossBronxExpressway,,03-06-2015 and 04-06-2015,11pm-5am
"northbound lane closures from E. 81st St to E. 90th St thru 7/31, Mon-Thurs 11pm-5:30am, Sat 12:01am-6:30am",northbound lane closures,FDRDrive,,31-07-2015,11pm-5:30am
"sidewalk & one lane closed, two nights only: one direction per night 6/1 and 6/3, 11pm-5am",lane,175thStreet,,01-06-2015 and 03-06-2015,11pm-5am
Overnight MN-bound closures FRI 5/29 & SAT 5/30. No closure SUN 5/31. Weekday overnight closures will resume MON 6/1.,overnight closures closure overnight closures resume,BrooklynBridge,,01-06-2015 and 29-05-2015 and 30-05-2015 and 31-05-2015,empty
"routine monthly testing, intermittent 15-min full bridge closures, 5/28 10am-2pm",full bridge,RooseveltIslandBridge,,28-05-2015,10am-2pm
"two lane closures eastbound or westbound twice a week thru 7/31, 12:01am-5am",lane closures eastbound westbound,WashingtonBridge,,31-07-2015,12:01am-5am
"northbound ramp to right lane closed one night only, 5/27 10pm-5am 5/28",northbound lane closed,"HarlemRiverDrive,GWBridge",,27-05-2015 and 28-05-2015,10pm-5am
under ramp to southbound lane closure 5/23 from 12:01am-5am,southbound lane closure,"HarlemRiverDrive,GWBridge",,23-05-2015,12:01am-5am
from to late night lane closures 10pm-5am on occasional weeknights thru 6/12,lane closures,"BatteryParkUnderpass,FDR,9A",,12-06-2015,10pm-5am
"To facilitate Battery Park Underpass restoration, expect overnight single lane closures 10pm-5am from FDR to Route 9A, thru 5/22",overnight lane closures route,,,22-05-2015,10pm-5am
Spring cleaning for begins today! Traffic lanes & ped/bike paths may be partially closed at times,lanes paths partially closed,WilliamsburgBridge,,15-05-2015,empty
Reminder 33-hour Mn-bd closure Sat 5/16 12:01am to 5/17 9am. Consider taking Manhattan/Williamsburg Bridge,reminder closure bridge,BkBridge,,17-05-2015,9am
,,,,16-05-2015,12:01am
"Reminder: We're revamping Street Tunnel! Please note that the tunnel will be closing today at 10:30am, reopening Tues 5/19 at 5am.",reminder street tunnel closing,191st,,15-05-2015,10:30am
,,,,19-05-2015,5am
65th St Transverse closed on 5/16 from 12:01am to 6am. Use adjacent transverses as alt route,closed route,,,16-05-2015,12:01am
under St. painting rescheduled for 5/18-6/18. Expect early AM lane closures (12:01-5am),rescheduled lane closures,"BeltParkway,Erskine",,18-05-2015 to 18-06-2015,12:01-5am
"over - Bridge closure BOTH directions on Sat 5/16, 5/30 & 6/6 7am-1pm",bridge closure both,"GrandStBridge,NewtownCreek",,06-06-2015 and 16-05-2015 and 30-05-2015,7am-1pm
early morning intermittent closures for swing span operations training 5/15-5/23 2am-5am,closures,WillisAveBridge,,15-05-2015 to 23-05-2015,2am-5am
"daytime bridge closures for 15min periods Thurs 5/14, 10:30am-12:01pm for swing span inspection",bridge closures,WillisAveBridge,,14-05-2015,10:30am-12:01pm
33-hour Mn-bd closure Sat 5/16 12:01am to Sun 5/17 9am. Consider taking Manhattan/Williamsburg Bridge,closure bridge,BrooklynBridge,,17-05-2015,9am
,,,,16-05-2015,12:01am
"single lane closures weeknights in North Tube from Drive to 9A. Begins 10pm TONIGHT 5/11, thru 5am 5/22.",lane closures north tube,"BatteryParkUnderpass,FDR",,11-05-2015,5am
"repairs resume on Saturday. Full bridge closure tomorrow, 5/9. Use Metropolitan Ave as alt.",repairs resume full bridge closure,GrandStreetBridge,,09-05-2015,empty
over overnight lane closure begins 5/11. Schedule attached,overnight lane closure schedule,"UnionTurnpikeBridge,JackieRobinsonParkway",,11-05-2015,empty
2: NEXT WEEKEND overnight AND daytime Manhattan-bound closures 5/16 12:01am to 5/17 5am,overnight closures,"BKBridge,BrooklynBridge",,16-05-2015,12:01am
,,,,17-05-2015,5am
1: Overnight detours to Manhattan-bound traffic tonight. No closure Sat/Sun PM. Learn more:,overnight detours closure,"BKBridge,BrooklynBridge",,08-05-2015,empty
navigation channel closed weekdays thru 5/22 to install steel girders over channel.,navigation closed,"BeltShoreParkway,GerritsenInlet",,22-05-2015,empty
Early morning intermittent closures on for swing span operations 5/9-5/14 (2am-5am). More info here,closures,WillisAveBridge,,09-05-2015 to 14-05-2015,2am-5am
Northbound from E 81st to E 90th St lane closures extended through 6/1. See pic for lane closure days/times,northbound lane closures extended lane closure,FDRDrive,,01-06-2015,empty
"intermittent bridge closures 5/5-5/8, 2am-5am for swing span operations",bridge closures,WillisAveBridge,,05-05-2015 to 08-05-2015,2am-5am
"repairs resume on Saturday. Full bridge closure: 5/2,5/9. Use Metropolitan Ave as alt.",repairs resume full bridge closure,GrandStreetBridge,,02-05-2015 and 09-05-2015,empty
Reminder: traffic shift begins 4/30 10pm. 2 E/B Belt Pkwy lanes at Bay Ridge Ave Exit 1 shift left,reminder lanes,BeltParkway,,30-04-2015,10pm
"intermittent bridge closures 4/28 -5/2, 2am-5am for swing span operations",bridge closures,WillisAveBridge,,02-05-2015 and 28-04-2015,2am-5am
Routine testing of tomorrow 4/28 10am-2pm. Bridge fully closed for up to 15 min at a time.,bridge closed,RooseveltIslandBridge,,28-04-2015,10am-2pm
"repairs resume on Saturday. Full bridge closure: 4/25,5/2,5/9. Use Metropolitan Ave as alt.",repairs resume full bridge closure,GrandStreetBridge,,02-05-2015 and 09-05-2015 and 25-04-2015,empty
"intermittent bridge closures 4/24 + 4/25, 2am-5am for swing span operations",bridge closures,WillisAveBridge,,24-04-2015 and 25-04-2015,2am-5am
2) TonightÂ the contractor returns to perform clean up work which does not require a full closure of the roadway.,full closure roadway,,,22-04-2015,empty
traffic shift begins 4/30 10pm. 2 E/B Belt Pkwy lanes at Bay Ridge Ave Exit 1 shift left,lanes,"BeltParkway,BayRidgeAve",,30-04-2015,10pm
"Upper Level lane closures 4/21,4/23+4/24 10pm-5am. Bike/Ped paths remain open, brief interruptions",upper level lane closures paths remain,ManhattanBridge,,21-04-2015 and 23-04-2015 and 24-04-2015,10pm-5am
Repairs continue on btn to SI-bound lane closures Tues/Thur early AM's (4/27-8/27),repairs continue lane closures,"BQE,CadmanPlaza,AtlanticAve",,27-04-2015 to 27-08-2015,empty
overnight detour to Manhattan-bound traffic tonight: midnight-Sat 7am. No closures scheduled for Sat/Sun,overnight detour closures scheduled,BkBridge,,17-04-2015,7am
"repairs resume on Saturday. Full bridge closure: 4/18,4/25,5/2,5/9. Use Metropolitan Ave as alt.",repairs resume full bridge closure,GrandStreetBridge,,02-05-2015 and 09-05-2015 and 18-04-2015 and 25-04-2015,empty
over lane closures tmrw 4/18 btn 7am-1pm. One lane will remain open to traffic,lane closures lane remain open,"RooseveltAveBridge,VanWyckExpy",,18-04-2015,7am-1pm
"Upper Level lane closures 4/21,4/23+4/24 10pm-5am. Bike/Ped paths remain open, brief interruptions",upper level lane closures paths remain,ManhattanBridge,,21-04-2015 and 23-04-2015 and 24-04-2015,10pm-5am
eastbound lane closure over begins tonight 4/14 from 11pm-5am. More details here:,eastbound lane closure,"NorthernBlvd,FlushingRiver",,14-04-2015,11pm-5am
"over deck grating repairs resume on Saturday. Full bridge closure: 4/18,4/25,5/2,5/9",repairs resume full bridge closure,"GrandStreetBridge,NewtownCreek",,02-05-2015 and 09-05-2015 and 18-04-2015 and 25-04-2015,empty
over lane closures on four nights btn 4/14-4/23 from 11pm-5am. Details here:,lane closures,"NorthernBlvd,FlushingRiver",,14-04-2015 to 23-04-2015,11pm-5am
Overnight detours to Manhattan-bound traffic on tonight (4/10). No closure Sat/Sun 4/11-4/12 nights.,overnight detours closure,BrooklynBridge,,11-04-2015 to 12-04-2015,empty
,,,,10-04-2015,empty
over lane closures on 4/11+4/18 btn 7am-1pm. One lane will remain open to traffic,lane closures lane remain open,"RooseveltAveBridge,VanWyckExpy",,11-04-2015 and 18-04-2015,7am-1pm
w/b right lane closed 4/8-4/15 btn 10am-3pm (north tube),lane closed,BatteryParkUnderpass,,08-04-2015 to 15-04-2015,10am-3pm
Early AM (1-5am) weekday lane closures on exit ramp to 4/7-5/30,lane closures,"WhitestoneExpressway,CrossIslandParkway",,07-04-2015 to 30-05-2015,1-5am
Restoration work cont's on 3rd St Bridge Sat/Sun 4/4-4/26 1 vehicle/bike lane closed intermittently 7am-1pm,restoration bridge lane closed,Gowanus,,04-04-2015 to 26-04-2015,7am-1pm
Two nights per week btn 4/6-5/1 two lanes closed in both directions on at overpass,lanes closed both overpass,"BeltParkway,ErskineSt",,01-05-2015 and 06-04-2015,empty
under 44th St will have lane closures two nights/week btn 4/6-5/1 for bridge painting. More info,lane closures bridge,GrandCentralParkway,,01-05-2015 and 06-04-2015,empty
To clarify: notice was about today's three 15min bridge closures. Bike lane construction is scheduled for end of April,bridge closures lane scheduled,PulaskiBridge,,24-03-2015,empty
E/B upper level FULLY CLOSED Sun 3/29 12:01am-8am & 9pm-5am Mon. One Lane closed on E/B lower level.,upper level closed lane closed lower level,ManhattanBridge,,29-03-2015,12:01am-8am
Lane closures week of 3/30 on btn 10PM-5AM to clean drainage system. More info,lane closures,WilliamsburgBridge,,30-03-2015,10PM-5AM
Reminder 2 lanes closed S/B over early AM's 3/24+3/25 to replace gear motor,reminder lanes closed,"HutchinsonRiverParkway,HutchinsonRiver",,24-03-2015 and 25-03-2015,empty
Reminder: staircase to promenade closed tmrw & Tues from 1am-6am,reminder closed,"WashingtonSt,BrooklynBridge",,23-03-2015,1am-6am
overnight detour to Mn-bound traffic tonight (midnight-Sat 7am). No closures Sat/Sun. Learn more,overnight detour closures,BrooklynBridge,,20-03-2015,7am
over will have 2 lanes closed in either direction 2x a week from 12:01-5am thur 5/29,lanes closed,"WashingtonBridge,HarlemRiver",,29-05-2015,12:01-5am
staircase entrance to Promenade closed nightly 11pm-6am btn 3/19-3/26,closed,"ParkRow,BrooklynBridge",,19-03-2015 to 26-03-2015,11pm-6am
Expect late night lane closures 3/23-4/30 N/B Drive to repair overhead concrete & expand protective shielding,lane closures repair,FDR,,23-03-2015 to 30-04-2015,empty
"Structural repairs continue thru 4/30. 1 n/b lane closed 2 nights a week, 11pm-5am",repairs continue lane closed,"UnionportBridge,WestchesterCreek",,30-04-2015,11pm-5am
staircase to promenade closed early AM's 3/23 + 3/24 (1-6am),closed,"WashingtonSt,BrooklynBridge",,23-03-2015 and 24-03-2015,1-6am
"(2/2) E127th St: 3/23 Begin construction staging area install, partial Crack is Wack Park closure",partial closure,HarlemRiverDrive,,02-02-2015 and 23-03-2015,empty
Closure begins today thru 5/31 for restoration work on the Pedestrian Bridge Brooklyn.,closure restoration bridge brooklyn,"OceanAve,SheepsheadBay",,18-03-2015 to 31-05-2015,empty
Two lanes closed S/B over early AM's 3/24+3/25 to replace a gear motor,lanes closed,"HutchinsonRiverParkway,HutchinsonRiver",,24-03-2015 and 25-03-2015,empty
Overnight detours tonight for Mn-bound traffic. No detours Sat/Sun,overnight detours detours,BrooklynBridge,,13-03-2015,empty
Mn-bound overnight detour on FRI 3/13. No closures Sat/Sun PM. PM closures resume Mon (3/16),overnight detour closures closures resume,BrooklynBridge,,13-03-2015 and 16-03-2015,empty
staircase entrance to Promenade closed nightly 11pm-6am btn 3/19-3/26,closed,"ParkRow,BrooklynBridge",,19-03-2015 to 26-03-2015,11pm-6am
During today's inspection crews ID'd emergency repair Work will begin tonight 7pm & will require closure of 1 e/b lane.,repair closure lane,UnionportBridge,,11-03-2015,7pm
Reminder: Lane closures on S/B over TONIGHT 11:45PM-Thurs 4am,reminder lane closures,"HutchinsonRiverParkway,HutchinsonRiver",,11-03-2015,11:45PM
"Rescheduled lane closures e/b Joralemon to Middagh; 3/16-4/30. T-F 1 lane 12:01-5am, 2 lanes 1-5am. Sat til 6am.",rescheduled lane closures lane lanes,BQE,,16-03-2015 to 30-04-2015,12:01-5am
Lane closures on S/B over this Wed 3/11 11:45PM-Thurs 4am,lane closures,"HutchinsonRiverParkway,HutchinsonRiver",,11-03-2015,11:45PM
Reminder Qns-bd Lower Rdy lane closure begins tomorrow 3/10 thru 6/7: M-F 12:01-5am Sat 1am-10am,reminder lower lane closure,QueensboroBridge,,07-06-2015 and 10-03-2015,12:01-5am
bike lane closed intermittently 3/14-3/19 Sat/Sun 7am-1pm & weeknights 11pm-5am,lane closed,"ThirdStreetBridge,GowanusCanal",,14-03-2015 to 19-03-2015,7am-1pm
Mn-bound overnight detours resume tonight (3/6). No closures Sat/Sun PM. PM closures resume Mon (3/9),overnight detours resume closures closures resume,BrooklynBridge,,06-03-2015 and 09-03-2015,empty
lane closure on two nights btn 3/9-3/13 (10pm-5am). One lane will remain open at all times.,lane closure lane remain open,WilliamsburgBridge,,09-03-2015 to 13-03-2015,10pm-5am
Qns-bd Lower Roadway lane closure 3/10-6/7 to repair wearing surface: M-F 12:01-5am & Sat 1am-10am,lower roadway lane closure repair,QueensboroBridge,,07-06-2015 and 10-03-2015,12:01-5am
"Overnight detour to Mn-bound traffic on tonight (2/27), midnight-7am Sat. No closures Sat/Sun PMs.",overnight detour closures,BrooklynBridge,,27-02-2015,7am
"Reminder northbound ex 19 to E125th St fully closed Mon 2/23, 9am Detour:",reminder northbound closed detour,HarlemRiverDrive,,23-02-2015,9am
Overnight detour to Mn-bound traffic Fri 2/20 PM. No closure Sat/Sun nights.,overnight detour closure,BrooklynBridge,,20-02-2015,empty
Expect lane closures under on 2/19+2/24 (11pm-5am) to repair cap beams; weather permitting,lane closures repair,"GrandCentralParkway,BQE",,19-02-2015 and 24-02-2015,11pm-5am
"Beginning Mon 2/23, approx 10am: n/b exit closure at E125th St./Exit 19, thru 2017. Alternate exit: E135th St/Exit 21",closure alternate,HarlemRiverDrive,,23-02-2015,10am
Sat daytime work cont's 2/14-3/7. Bike lane closed intermittently btn 7am-1pm,lane closed,"ThirdStBridge,Gowanus",,07-03-2015 and 14-02-2015,7am-1pm
Update: No overnight detours to Mn-bound traffic this weekend. Weekday overnight closures resume on Mon (2/16) night,overnight detours overnight closures resume,BrooklynBridge,,16-02-2015,empty
Tonight: Overnight Mn-bound detour for No closure Sat/Sun. Weekday overnight closures resume Mon 2/9,overnight detour closure overnight closures resume,BrooklynBridge,,06-02-2015 and 09-02-2015,empty
early AM full bridge closures rescheduled for 2/10-2/14 (approx 1am-6am) for testing. Detour map:,full bridge closures rescheduled detour,WillisAveBridge,,10-02-2015 to 14-02-2015,1am-6am
will have early AM eastbound lane closures btn Joralemon to Middagh St 2/9-3/31. More info,eastbound lane closures,BQE,,09-02-2015 to 31-03-2015,empty
Resch'd over n/b lanes closed Tues 2/3 11pm-Wed 5am. Alt route,lanes closed route,"UnionportBridge,WestchesterCreek,BrucknerExpressway",,03-02-2015,11pm
Repairs to cont thru 3/27. 2x/wk 2 lanes may be closed in either direction (12:01-5am),repairs lanes closed,"WashingtonBridge,HarlemRiver",,27-03-2015,12:01-5am
over northbound lanes closed tonight 11pm-Fri 5am. Alt route =,northbound lanes closed route,"UnionportBridge,WestchesterCreek,BrucknerExpressway",,28-01-2015,11pm
Beginning tonight: conducting winter pavement work on s/b E78-E74th. 92nd & E79th entraces closed:,closed,FDRDrive,,20-01-2015,empty
Two w/b lanes btn exit 9 & 11 will be closed Thurs 1/22 from 10pm-5am 1/23 for storm drainage repairs,lanes closed repairs,BeltParkway,,22-01-2015 and 23-01-2015,10pm-5am
Reminder: repairs cont early AM closure 1/20 thru 1/31. Detour info:,reminder repairs closure detour,"HurricaneSandy,MetropolitanAveBridge",,20-01-2015 to 31-01-2015,empty
weekday overnight closures resume Mon 1/19 PM (11PM-Mon 6AM) More info construction,overnight closures resume,"BrooklynBridge,BrooklynBridge",,19-01-2015,11PM
Reminder lane closures begin tonight at 8pm for Queens-bound lanes. All lanes reopen at midnight,reminder lane closures lanes lanes,PulaskiBridge,,15-01-2015,8pm
Reminder: lane closures on under 130th St. to begintonight at 10pm; all lanes will reopen tmrw at 5am,reminder lane closures lanes,BeltParkway,,15-01-2015,10pm
,,,,16-01-2015,5am
lane closures begin tonight at 10pm for installation of concrete deck beams. All lanes open Fri at 5am,lane closures lanes open,BeltParkway,,15-01-2015,10pm
One night btn 1/15-1/26 early AM (12:01-5am) eastbound closures to to repair fence,eastbound closures repair,"BQE,AtlanticAve,CadmanPlaza",,15-01-2015 to 26-01-2015,12:01-5am
will have 1 westbound lane closed tonight 12:01-5am to remove loose concrete/replace shielding,westbound lane closed,JackieRobinsonParkway,,13-01-2015,12:01-5am
lane closures begin Thurs 1/15 at 10pm for installation of concrete deck beams. All lanes open Fri 5am,lane closures lanes open,BeltParkway,,15-01-2015,10pm
Early AM full bridge closures cont from approx 1am-6am on : 1/13-1/17,full bridge closures,WillisAveBridge,,13-01-2015 to 17-01-2015,1am-6am
Reminder: early morning lane closures resume tmrw on Qns-bd lower roadway (1/13-3/1) More info:,reminder lane closures resume lower roadway,QueensboroBridge,,01-03-2015 and 13-01-2015,empty
"will resume early morning lane closures on Qns-bound lower roadway beginning 1/13-3/1, more info:",resume lane closures lower roadway,QueensboroBridge,,01-03-2015 and 13-01-2015,empty
Early AM full bridge closures from 1am-6am on for 2 weeks: Begins tomorrow 1/6-1/10 & 1/13-1/17,full bridge closures,WillisAveBridge,,06-01-2015 to 10-01-2015,1am-6am
,,,,13-01-2015 and 17-01-2015,1am-6am
Repairs cont: to bound lane PM (12:01-5am) closures Tues/Thur thru 2/27,repairs bound lane closures,"BQE,CadmanPlaza,AtlanticAve,StatenIsland",,27-02-2015,12:01-5am
